case,ax,rate,de,de_lo,cap
case_03,My,0.3,1.0923476875301954,0.541786275461718,0.41612850887561464
case_03,My,0.45,0.8377060974164094,0.44887281504570065,0.41690184295604527
case_03,My,0.65,1.0635244626335227,0.47338593052435923,0.42695564423159144
case_03,My,0.9,1.14007370520577,0.6296850169478537,0.44322244963769636
case_03,My,1.2,0.8128504239071633,0.20949054337077117,0.4637569295904372
case_03,My,0.1,0.9562780740144228,0.4832512601158596,0.4838380314901657
case_03,My,0.2,1.1268621914164545,0.3555117243176309,0.4274085814511847
case_03,My,0.3,1.210807117349008,0.28094769035588435,0.41612850887561464
case_03,My,0.45,0.6284363656894892,0.10021834627620675,0.41690184295604527
case_03,My,0.65,1.4934480055971235,0.7065681654015201,0.42695564423159144
case_03,My,0.9,0.8705392518503517,0.5996493175774386,0.44322244963769636
case_03,My,1.2,0.9639174246417144,0.7809069313101571,0.4637569295904372
case_04,Mx,0.1,1.2050291885286502,0.5586231275448492,0.611727538256135
case_04,Mx,0.2,0.8208765063539145,0.38332720649306423,0.527514687663975
case_04,Mx,0.3,0.9258957637824474,0.405870979646797,0.50806267122018
case_04,Mx,0.45,1.2180107089662033,0.465605236372306,0.5045583946650436
case_04,Mx,0.65,0.9408118539914708,0.16234864419417497,0.5132847192806976
case_04,Mx,0.9,1.1869140427160798,0.27938103778823686,0.5300233618789406
case_04,Mx,1.2,1.347106427901054,0.3017948017592254,0.5521007492031031
case_04,Mx,0.1,0.8294739125388307,0.3018089423770659,0.611727538256135
case_04,Mx,0.2,0.9065731271468218,0.28043178141874314,0.527514687663975
case_04,Mx,0.3,0.9332479682650612,0.33878949770961947,0.50806267122018
case_04,Mx,0.45,0.7004315966564219,0.13085081496250636,0.5045583946650436
case_04,Mx,0.65,0.9765964361907816,0.6092336282987995,0.5132847192806976
case_04,Mx,0.9,0.7663928818994088,0.3609072427973756,0.5300233618789406
case_04,Mx,1.2,0.6108390536601789,0.29992581520325573,0.5521007492031031
case_04,My,0.1,1.2956196171950378,0.515477936778419,0.4838380314901657
case_04,My,0.2,1.24650977052725,0.3051605645797672,0.4274085814511847
case_04,My,0.3,1.157694175634074,0.4268380591409223,0.41612850887561464
case_04,My,0.45,1.6694659556104827,0.9637106503356718,0.41690184295604527
case_04,My,0.65,1.1337304921429014,0.2124488842474175,0.42695564423159144
case_04,My,0.9,1.525761895932781,0.44272395411324866,0.44322244963769636
case_04,My,1.2,0.8595055104736707,0.23384379335260433,0.4637569295904372
